control_id,screen,control,intended_behavior,implementation_target,persisted_data,required_permission,offline_behavior,error_behavior,verification_test,status
"AUTH-005","Session","Sign out and revoke","Revoke current or all sessions and clear cookies.","session service","Revocation receipt","Authenticated owner","Fully available","Fail closed if revocation cannot commit","Logout and replay tests","required_not_implemented"
"AUTH-006","Configuration","Secret boundary","Keep keys tokens and credentials server-side and out of artifacts.","configuration and redaction layer","Secret references only","Local device owner","Core works without AI","Disable provider and show setup state","Static dynamic artifact secret scans","required_not_implemented"
"ONB-001","First run","Preparation message","Display truthful processing and time warning before setup.","onboarding UI","Walkthrough progress only","Authenticated owner","Fully available","Offer retry without fake progress","Message and accessibility tests","required_not_implemented"
"ONB-002","First run","Safety acknowledgment","Require judgment privacy integrity and non-authorization acknowledgment.","onboarding state machine","Policy version and time","Authenticated owner","Fully available","Block completion","Acknowledgment gate test","required_not_implemented"
"ONB-003","First run","Pathway selection","Require explicit Student Assistant or Bridge; never infer.","pathway service","Selected pathway and history","Authenticated owner","Fully available","Unknown remains unverified","Selection and no-inference tests","required_not_implemented"
"ONB-004","First run","Discover import","Validate versioned Discover Packet; preview before Apply.","strict import adapter","Approved derived fields and provenance","Authenticated owner","Fully available","Reject atomically; retain no invalid body","Valid invalid oversize import tests","required_not_implemented"
"ONB-005","First run","Soul result import","Import approved derived results without raw answers.","strict Soul adapter","Approved derived fields and provenance","Authenticated owner","Fully available","Reject raw or malformed input","Raw-answer exclusion tests","required_not_implemented"
"ONB-006","First run","Mission Profile review","Edit approve or reject each derived field and uncertainty.","profile service","Versioned field decisions","Authenticated owner","Fully available","Unused until approved","Field provenance tests","required_not_implemented"
"ONB-007","First run","Synthetic starters","Seed Core Four and safe learning starters idempotently.","seed service","Seed version records and lineage","Authenticated owner","Fully available","Roll back entire seed transaction","First rerun interruption tests","required_not_implemented"
"ONB-008","First run","Setup completion","Complete only after database profile safety pathway and starter checks.","setup coordinator","Completion receipt and blockers","Authenticated owner","Fully available","Remain resumable","Interrupted setup resume test","required_not_implemented"
"HOME-001","Command Center","Core Four","Pin exactly four canonical launchers with no implicit AI or action.","launcher service","Draft only after explicit save","Authenticated owner","Fully available","Disable with exact reason","Launcher count and no-side-effect tests","required_not_implemented"
"HOME-002","Command Center","Optional fifth slot","Remain empty until one power is separately previewed and approved.","power pin service","Approved pin and receipt","Authenticated owner","Fully available","Return to empty on invalidation","Fifth-slot lifecycle tests","required_not_implemented"
"HOME-003","Command Center","Summary cards","Show real scoped counts for missions learning tasks sources and reviews.","aggregate query service","View preference only","Authenticated owner","Fully available","Show unavailable not fabricated counts","Count and scope tests","required_not_implemented"
"HOME-004","Command Center","Start a Mission","Create a governed mission draft in active context.","mission service","Mission and first cycle","Authenticated owner","Fully available","Reject missing context or prohibited input","Mission creation test","required_not_implemented"
"HOME-005","Command Center","Today's Top Three","Manage a maximum of three prioritized user-chosen items.","planning service","Scoped priority records","Authenticated owner","Fully available","No AI ranking or shame","Top-three ordering tests","required_not_implemented"
"HOME-006","Command Center","Attention queue","Show deterministic due blocked stale and human-review items.","attention service","Snooze preference","Authenticated owner","Fully available","Show rule error honestly","Queue and scope tests","required_not_implemented"
"HOME-007","Command Center","Global Pause","Prevent new AI agent tool and automation work; preserve CRUD.","run coordinator","Pause state and receipt","Authenticated owner","Fully available","Fail closed for new runs","Pause concurrency tests","required_not_implemented"
"HOME-008","Command Center","Governance bar","Show pathway context EDENA source rule authority memory and AI state.","policy summary service","None","Authenticated owner","Fully available","Show Unknown or Unclassified","Cross-screen consistency test","required_not_implemented"
"CTX-001","Context selector","Active pathway","Show exactly one selected Student Assistant or Bridge pathway.","pathway repository","Pathway state/history","Authenticated owner","Fully available","No inference from title","Single-pathway tests","required_not_implemented"
"CTX-002","Context selector","Active context","Select academic placement employment personal or community/public.","context service","Active context preference","Authenticated owner","Fully available","Missing context blocks promotion","Context-required tests","required_not_implemented"
"CTX-003","Bridge mode","Academic separation","Keep academic and clinical-placement records from employment records.","scope middleware","Partition metadata","Authenticated owner","Fully available","Default deny cross-context join","Bridge isolation tests","required_not_implemented"
"CTX-004","Pathway transition","Preview transition","Preview invalidations before changing Student Assistant or Bridge.","pathway transition service","Transition receipt","Authenticated owner","Fully available","Roll back incomplete transition","Transition and stale-approval tests","required_not_implemented"
"CTX-005","Rules","Academic rules","Record current rule source scope permitted assistance disclosure and expiry.","rule profile service","Versioned source metadata","Authenticated owner","Fully available","Unknown blocks graded-work support","Academic-rule lifecycle tests","required_not_implemented"
"CTX-006","Rules","Employer and site rules","Record source scope restrictions verifier and expiry without confidential content.","rule profile service","Versioned source metadata","Authenticated owner","Fully available","Never infer local rule","Employer/site rule tests","required_not_implemented"
"CTX-007","Context settings","Create role workspace","Create only a scoped FUTURE workspace with explicit pathway and contexts.","workspace service","Workspace and ACL","Authenticated owner","Fully available","Reject collision or incomplete boundary","Workspace create tests","required_not_implemented"
"CTX-008","Context settings","Switch role dashboard","Clear prior scoped caches selections memory and AI context.","context middleware","Active workspace preference","Authenticated owner","Fully available","Deny inaccessible workspace","Cross-role isolation tests","required_not_implemented"
"CTX-009","Context settings","Field-level bridge","Permit exact non-prohibited fields for stated purpose and expiry.","bridge authorization service","Bridge and approval receipt","Authenticated owner","Fully available","Default deny and expire immediately","Bridge allowlist tests","required_not_implemented"
"CTX-010","Context settings","Delete workspace","Preview impact; soft-delete only selected workspace.","workspace deletion service","Deletion receipt","Authenticated owner","Fully available","Preserve other roles and contexts","Scoped delete restore tests","required_not_implemented"
"MISS-001","Missions","Create","Create with goal pathway context EDENA retention and data class.","mission repository","Mission record","Authenticated owner","Fully available","Reject prohibited or unscoped input","Mission create validation","required_not_implemented"
"MISS-002","Missions","Read","Display only authorized active-scope records.","mission query service","None","Authenticated owner","Fully available","Return not found without leakage","Read authorization test","required_not_implemented"
"MISS-003","Missions","Edit","Update with revision check and downstream invalidation.","mission service","Revision and receipt","Authenticated owner","Fully available","Reject stale revision atomically","Concurrency invalidation tests","required_not_implemented"
"MISS-004","Missions","Duplicate","Copy permitted content without approvals awards tokens or restricted links.","duplication service","New mission and lineage","Authenticated owner","Fully available","Exclude stale or inaccessible data","Duplicate sanitization test","required_not_implemented"
"MISS-005","Missions","Archive","Archive without destroying history or evidence links.","lifecycle service","Archive state receipt","Authenticated owner","Fully available","Block active run","Archive test","required_not_implemented"
"MISS-006","Missions","Restore","Restore after scope dependency and rule validation.","lifecycle service","Restore receipt","Authenticated owner","Fully available","Remain archived on failure","Restore test","required_not_implemented"
"MISS-007","Missions","Soft delete","Move to recoverable trash after impact preview and confirmation.","deletion service","Deletion state receipt","Authenticated owner","Fully available","Block active dependency","Soft-delete test","required_not_implemented"
"MISS-008","Missions","Recover","Recover without reviving approvals consents or run tokens.","deletion service","Recovery receipt","Authenticated owner","Fully available","Require renewed review","Recovery no-token test","required_not_implemented"
"MISS-009","Missions","Search filter sort","Query title status pathway context tier date and starter state.","query service","Saved filter optional","Authenticated owner","Fully available","No cross-scope counts/snippets","Mission query tests","required_not_implemented"
"MISS-010","Mission Workspace","Assess","Separate user facts sources assumptions unknowns constraints and human perspectives.","stage service","Structured Assess record","Authenticated owner","Fully available","Reject prohibited data before save","Assess classification test","required_not_implemented"
"MISS-011","Mission Workspace","Define","Define learning need problem opportunity factors dependencies and gaps.","stage service","Structured Define record","Authenticated owner","Fully available","Require meaningful content","Define gate test","required_not_implemented"
"MISS-012","Mission Workspace","Plan","Compare options; define goals measures tasks capacity safeguards and human review.","stage service","Plan and linked records","Authenticated owner","Fully available","Block unresolved consequential fields","Plan completeness test","required_not_implemented"
"MISS-013","Mission Workspace","Implement","Create local tasks prompts rehearsals and draft artifacts only.","stage and artifact services","Implement records","Authenticated owner","Fully available","No external execution","Implement action-ceiling test","required_not_implemented"
"MISS-014","Mission Workspace","Evaluate","Compare observed results; record learning continue modify escalate or stop.","evaluation service","Evaluation and decision","Authenticated owner","Fully available","Do not invent outcomes","Evaluate evidence-link test","required_not_implemented"
"MISS-015","Mission Workspace","Stage review","Advance in order after content governance authorship and human checks.","stage state machine","Review receipt and hash","Authorized reviewer","Fully available","Fail stale hash/rule/authority","Ordered-stage tests","required_not_implemented"
"MISS-016","Mission Workspace","New iteration","Carry selected learning into a new Assess cycle with lineage.","cycle service","New cycle and links","Authenticated owner","Fully available","Never overwrite prior cycle","Iteration lineage test","required_not_implemented"
"WORK-001","Projects","Project CRUD","Create read edit archive restore and delete scoped projects.","project repository and UI","Project revisions","Authenticated owner","Fully available","Enforce context and dependency","Project CRUD tests","required_not_implemented"
"WORK-002","Goals","Goal CRUD","Manage measurable learning life career and community goals.","goal repository","Goal revisions","Authenticated owner","Fully available","Reject invalid target/unit","Goal CRUD tests","required_not_implemented"
"WORK-003","Milestones","Milestone CRUD","Manage dates dependencies and status.","milestone repository","Milestone revisions","Authenticated owner","Fully available","Detect impossible or circular links","Milestone tests","required_not_implemented"
"WORK-004","Tasks","Task CRUD","Manage tasks subtasks priority due date status and links.","task repository","Task revisions","Authenticated owner","Fully available","Reject cycles stale edits and context leak","Task CRUD cycle tests","required_not_implemented"
"WORK-005","Measures","Measure CRUD","Manage definition baseline target source cadence and result.","measure repository","Measure versions observations","Authenticated owner","Fully available","Unknown definition blocks interpretation","Measure version tests","required_not_implemented"
"WORK-006","Reviews","Human review CRUD","Schedule and record exact human review scope decision and expiry.","review repository","Review and receipt","Named reviewer or owner","Fully available","Expired or missing review fails","Review lifecycle tests","required_not_implemented"
"WORK-007","Records","Notes decisions assumptions risks safeguards","Create edit correct archive and link supporting records.","supporting repositories","Record history","Authenticated owner","Fully available","Reject prohibited input/link","Supporting-record tests","required_not_implemented"
"WORK-008","Attachments","Safe metadata registration","Register approved local file metadata after boundary scan.","attachment service","Metadata hash and reference","Authenticated owner","Fully available","Reject prohibited body type or path","Attachment boundary tests","required_not_implemented"
"WORK-009","History","Activity history","Show redacted append-only material transitions and receipts.","audit query service","Audit events","Authenticated owner","Fully available","Hide bodies and other scopes","Audit redaction tests","required_not_implemented"
"WORK-010","Artifacts","Maturity and authorship","Gate maturity and preserve learner/AI contribution and disclosure.","artifact state machine","Versions reviews hashes","Authenticated owner/reviewer","Fully available","Invalidate on material change","Artifact transition tests","required_not_implemented"
"LEARN-001","Learn & Practice","Declare task","Capture context task type source/rule and desired coaching level.","guided-learning service","Learning session metadata","Authenticated owner","Fully available","Unknown assessment state limits support","Task classification tests","required_not_implemented"
"LEARN-002","Learn & Practice","Attempt before answer","Require attempt or retrieval before expanded explanation where appropriate.","coaching state machine","Learner attempt and choice","Authenticated owner","Fully available","Offer skip/example/human route","Attempt-gate tests","required_not_implemented"
"LEARN-003","Learn & Practice","Challenge ladder","Support Explain Coach Rehearse Create Teach back Reflect.","coaching service","Selected rung and progress","Authenticated owner","Fully available","Never imply validation","Rung transition tests","required_not_implemented"
"LEARN-004","Learn & Practice","Study sprint","Create retrieval interleaving spacing and error-repair plan.","study service","Sprint and schedule","Authenticated owner","Fully available","No addictive streaks","Study-sprint tests","required_not_implemented"
"LEARN-005","Learn & Practice","Teach-back","Capture learner explanation and unresolved questions.","learning evidence service","Teach-back revision","Authenticated owner","Fully available","No auto-competence claim","Teach-back evidence tests","required_not_implemented"
"LEARN-006","Academic integrity","Assessment screen","Detect live/prohibited assessment request before AI or storage.","integrity policy service","Redacted boundary receipt","Authenticated owner","Fully available","Block and convert to coaching","Assessment refusal zero-retention tests","required_not_implemented"
"LEARN-007","Academic integrity","Authorship and disclosure","Record AI role learner edits verification and required disclosure.","integrity receipt service","Integrity receipt","Authenticated owner","Fully available","Block promotion when unresolved","Authorship disclosure tests","required_not_implemented"
"LEARN-008","Academic integrity","Truthful evidence","Reject fabricated hours competence citations reflections signatures credentials or experience.","integrity policy service","Redacted rejection receipt","Authenticated owner","Fully available","No body retention","Fabrication negative tests","required_not_implemented"
"LEARN-009","Skills rehearsal","Fictional/approved mode","Require fictional or approved generic scenario and source.","rehearsal service","Scenario provenance","Authenticated owner","Fully available","Live patient exits immediately","Fictional/live boundary tests","required_not_implemented"
"LEARN-010","Skills rehearsal","Non-authorization label","Show rehearsal is not competence clearance or care authority.","rehearsal UI/policy","Acknowledgment and review","Authenticated owner","Fully available","Block misleading export","Non-credential copy tests","required_not_implemented"
"LEARN-011","Clinical boundary","No care direction","Block diagnosis treatment medication device assignment delegation documentation and care plans.","clinical boundary policy","Redacted boundary event","Authenticated owner","Fully available","Route to approved human/process","Clinical action negative matrix","required_not_implemented"
"LEARN-012","Session close","Independence review","Record learning verification uncertainty human needs and next independent step.","session close service","Learner reflection","Authenticated owner","Fully available","Allow session-only deletion","Learning-independence tests","required_not_implemented"
"FUT-001","FUTURE Library","Power 1 North Star","Open inactive synthetic preview; create local direction draft only.","Power 1 factory","Structured draft and state","Authenticated owner","Fully available","No activation or outcome claim","Power 1 lifecycle test","required_not_implemented"
"FUT-002","FUTURE Library","Power 2 Capacity and logistics","Create user-controlled planning scenarios without financial/health decisions.","Power 2 factory","Structured draft and assumptions","Authenticated owner","Fully available","No guarantee or diagnosis","Power 2 boundary test","required_not_implemented"
"FUT-003","FUTURE Library","Power 3 Confidence and recovery","Support reflection re-entry and human-help map without diagnosis.","Power 3 factory","Private plan and choices","Authenticated owner","Fully available","Pause productivity on safety concern","Power 3 help-seeking test","required_not_implemented"
"FUT-004","FUTURE Library","Power 4 Active learning","Instantiate learner-authored study sprint.","Power 4 factory","Study records","Authenticated owner","Fully available","Respect assessment rules","Power 4 learning test","required_not_implemented"
"FUT-005","FUTURE Library","Power 5 Skills readiness","Instantiate fictional or approved rehearsal only.","Power 5 factory","Rehearsal draft","Authenticated owner","Fully available","No live care or competence claim","Power 5 clinical-boundary test","required_not_implemented"
"FUT-006","FUTURE Library","Power 6 Exam knowledge gaps","Create practice/gap plan without restricted items or pass guarantees.","Power 6 factory","Practice plan","Authenticated owner","Fully available","No credential/competence prediction","Power 6 assessment test","required_not_implemented"
"FUT-007","FUTURE Library","Power 7 SAFE Prompt","Build Situation Aim Facts Expectations and when-not-to-use review.","Power 7 factory","Prompt card and receipt","Authenticated owner","Fully available","Reject prohibited data","Power 7 SAFE test","required_not_implemented"
"FUT-008","FUTURE Library","Power 8 Evidence detective","Compare real sources authority freshness conflict and uncertainty.","Power 8 factory","Source and claim links","Authenticated owner","Manual source work available","Never invent metadata/citation","Power 8 evidence test","required_not_implemented"
"FUT-009","FUTURE Library","Power 9 Governance red team","Test privacy bias surveillance injection deception and authority gaps.","Power 9 factory","Synthetic review","Authenticated owner","Fully available","No people profiling","Power 9 adversarial test","required_not_implemented"
"FUT-010","FUTURE Library","Power 10 Automation sandbox","Map/test low-risk synthetic manual workflow with rollback.","Power 10 factory","Workflow canvas/run evidence","Authenticated owner","Fully available","No external or background action","Power 10 sandbox test","required_not_implemented"
"FUT-011","FUTURE Library","Power 11 UI/UX builder","Create accessible prototype without dark patterns or fake controls.","Power 11 factory","Prototype artifacts","Authenticated owner","Fully available","Label prototype non-operational","Power 11 accessibility test","required_not_implemented"
"FUT-012","FUTURE Library","Power 12 Data innovation lab","Use synthetic/public data for definitions visualization and prototypes.","Power 12 factory","Synthetic analysis artifacts","Authenticated owner","Fully available","Reject live restricted data","Power 12 data-boundary test","required_not_implemented"
"FUT-013","FUTURE Library","Power 13 Career studio","Build truthful portfolio résumé/interview preparation with evidence status.","Power 13 factory","Private draft and evidence links","Authenticated owner","Fully available","No send/apply or credential inflation","Power 13 truthfulness test","required_not_implemented"
"FUT-014","FUTURE Library","Power 14 Communication","Rehearse private messages SBAR feedback and mentorship in user's voice.","Power 14 factory","Private draft and receipt","Authenticated owner","Fully available","No send/impersonation","Power 14 communication test","required_not_implemented"
"FUT-015","FUTURE Library","Power 15 Opportunity navigator","Explore verified opportunities scholarships jobs and side projects.","Power 15 factory","Opportunity metadata and drafts","Authenticated owner","Manual work available","No apply/purchase/contract/guarantee","Power 15 action-ceiling test","required_not_implemented"
"FUT-016","FUTURE Library","Power 16 Leadership lab","Rehearse speaking up teamwork conflict and delegation questions.","Power 16 factory","Fictional rehearsal","Authenticated owner","Fully available","No borrowed authority/personnel action","Power 16 authority test","required_not_implemented"
"FUT-017","FUTURE Library","Power 17 Community studio","Design consent-based public/synthetic community project draft.","Power 17 factory","Project draft and review","Authenticated owner","Fully available","No outreach/deployment/health advice","Power 17 community test","required_not_implemented"
"FUT-018","FUTURE Library","Power 18 Future explorer","Explore technology pathways while separating learning from use.","Power 18 factory","Exploration artifacts","Authenticated owner","Fully available","No clinical deployment claim","Power 18 future-boundary test","required_not_implemented"
"EVID-001","Sources","Source CRUD","Create edit archive correct and link permitted sources.","source repository","Source metadata/version","Authenticated owner","Manual records available","Mark verification pending","Source lifecycle tests","required_not_implemented"
"EVID-002","Sources","Real retrieval","Search configured providers and persist reproducible query metadata.","retrieval adapter","Retrieval trace/source metadata","Authenticated owner","Show unavailable","Never substitute canned results","Real retrieval test","required_not_implemented"
"EVID-003","Sources","Identifier or URL","Resolve real metadata where supported.","resolver service","Resolved metadata and status","Authenticated owner","Manual unresolved record allowed","Do not invent fields","Resolution positive/negative tests","required_not_implemented"
"EVID-004","Claims","Claim CRUD","Create edit correct archive and link exact claims.","claim repository","Claim versions","Authenticated owner","Fully available","Reject prohibited/empty body","Claim lifecycle tests","required_not_implemented"
"EVID-005","Claims","Claim-source link","Record supports qualifies contradicts or context-only.","relationship service","Relationship and rationale","Authenticated owner","Fully available","Unsupported remains unsupported","Relationship tests","required_not_implemented"
"EVID-006","Citations","Citation validator","Verify real source link current status scope and claim relationship.","citation service","Validation result/time","Authenticated owner","Local validation only","Never fabricate or auto-pass","Citation matrix tests","required_not_implemented"
"EVID-007","Sources","Freshness and correction","Propagate stale superseded corrected or retracted status.","source watch service","Status and affected links","Authenticated owner","Manual status updates work","Invalidate dependent current use","Freshness propagation tests","required_not_implemented"
"EVID-008","Retrieval","Injection quarantine","Prevent retrieved content changing policy tools routes or permissions.","content boundary service","Redacted quarantine event","Authenticated owner","Fully available","Block unsafe context","Direct indirect encoded injection tests","required_not_implemented"
"AI-001","AI setup","Backend selection","Select only implemented provider adapter.","AIBackend registry","Provider choice no secret","Local owner","Core remains available","Show Setup required","Provider selection tests","required_not_implemented"
"AI-002","AI setup","Authenticated health","Verify real endpoint and capabilities.","Hermes adapter","Timestamp capability result","Local owner","Show Offline","Redact raw error/credential","Health truthfulness tests","required_not_implemented"
"AI-003","AI setup","Model discovery","List models from live capability response.","AIBackend","Discovered metadata","Local owner","Show unavailable","No hardcoded connected model","Model discovery tests","required_not_implemented"
"AI-004","Assistant","Create session","Create a real scoped provider session.","AIBackend/session service","Session mapping","Authenticated owner","Unavailable","No fake local session","Session creation tests","required_not_implemented"
"AI-005","Assistant","Resume session","Resume only authorized scoped supported session.","session service","Resume metadata","Authenticated owner","Unavailable","Reject stale/inaccessible","Resume isolation tests","required_not_implemented"
"AI-006","Assistant","Send message","Call real backend after context data integrity and rule gates.","same-origin AI proxy","Authorized message metadata/body","Authenticated owner","Disabled clearly","Reject before provider call","Real request boundary tests","required_not_implemented"
"AI-007","Assistant","Genuine stream","Render multiple ordered provider-originated deltas/events.","stream proxy and UI","Ordered redacted events","Authenticated owner","Unavailable","Never timer-simulate","Multi-delta genuine stream test","required_not_implemented"
"AI-008","Assistant","Stop generation","Propagate cancellation and close stream honestly.","cancellation coordinator","Terminal receipt","Authenticated owner","Not applicable","No accepted delta after stop","Slow-stream cancellation test","required_not_implemented"
"AI-009","Assistant","Retry safely","Retry only retryable work without duplication.","idempotency coordinator","Attempt linkage","Authenticated owner","Unavailable","Require confirmation on risk","Retry idempotency tests","required_not_implemented"
"AI-010","Assistant","Tool visibility","Show actual tool input summary progress result error and approval.","tool event renderer","Tool events/receipts","Authenticated owner","Unavailable","Unknown tool blocks","Real tool-event tests","required_not_implemented"
"AGENT-001","Agent Center","Registry","Show frozen catalog and hashes; all install P0 disabled.","agent registry","Definitions and versions","Authenticated owner","Definitions visible","Integrity mismatch disables","Registry/default-state tests","required_not_implemented"
"AGENT-002","Agent Center","Route preview","Show exact agents sequence inputs tools sources outputs and reviews.","route planner","Proposed route","Authenticated owner","Draft available","No hidden route","Route determinism tests","required_not_implemented"
"AGENT-003","Agent Center","Charter","Require purpose scope data context model tools limits and stop conditions.","charter service","Versioned charter/hash","Authenticated owner","Draft available","Unknown blocks run","Charter completeness tests","required_not_implemented"
"AGENT-004","Agent Center","One-run authorization","Bind exact hashes expiry one invocation and zero retry default.","authorization service","Token hash/receipt","Authenticated owner","Unavailable without backend","Mismatch blocks pre-call","Token fixture tests","required_not_implemented"
"AGENT-005","Agent Center","Activate","Move above P0 only after exact approval and dependencies.","agent state service","Activation state/receipt","Authenticated owner","P0 only","Atomic rollback","Activation gate tests","required_not_implemented"
"AGENT-006","Agent Center","Run","Execute only allowlisted local/sandbox actions visibly.","run coordinator","Run/events/deltas","Authorized owner","Unavailable without backend","Terminate on ceiling breach","Run-boundary tests","required_not_implemented"
"AGENT-007","Agent Center","Pause all","Block new runs tools and retries while preserving local work.","run coordinator","Pause receipt","Authenticated owner","Fully available","Fail closed","Concurrency pause tests","required_not_implemented"
"AGENT-008","Agent Center","Kill","Terminate selected run and prevent resume without new authorization.","kill coordinator","Kill receipt","Authenticated owner","Available for local coordinator","Report provider limit honestly","Slow-run kill tests","required_not_implemented"
"AGENT-009","Agent Center","Reconcile","Compare intended and observed state before completion.","reconciliation service","Delta and terminal receipt","Authenticated owner","Local metadata available","Never infer success","Reconciliation tests","required_not_implemented"
"AGENT-010","Agent Center","No external authority","Expose no clinical academic employment financial send submit post or write action.","policy and route inventory","Redacted rejection receipt","Authenticated owner","Fully enforced","Block and route to human","Forbidden-action surface tests","required_not_implemented"
"MEM-001","Memory","Default off","Store nothing persistently until explicit consent.","memory policy","Preference and receipt","Authenticated owner","Fully available","Fail closed","Default-off tests","required_not_implemented"
"MEM-002","Memory","Preview and remember","Show exact value category purpose context retention and expiry.","memory service","Approved memory item","Authenticated owner","Fully available","Reject prohibited/stale scope","Consent preview tests","required_not_implemented"
"MEM-003","Memory","Edit","Version permitted memory with renewed consent where material.","memory service","Revision lineage","Authenticated owner","Fully available","Keep prior safe state on failure","Memory edit tests","required_not_implemented"
"MEM-004","Memory","Forget","Immediately exclude item from all local context.","context assembler","Forget receipt","Authenticated owner","Fully available","Fail closed retrieval","Forget context tests","required_not_implemented"
"MEM-005","Memory","Delete","Transactionally remove local value/references and state provider limitation.","deletion service","Deletion receipt only","Authenticated owner","Fully available","Report undeleted external copies","Deletion truthfulness tests","required_not_implemented"
"MEM-006","Memory","Scope and expiry","Retrieve only active owner workspace context purpose and unexpired consent.","memory query service","Access receipt metadata","Authenticated owner","Fully available","Default deny","Cross-context expiry tests","required_not_implemented"
"CAP-001","Capabilities","Two-system inventory","Show the canonical six-domain Passport separately from 17 build-layer activity domains.","capability service","Criteria versions and evidence","Authenticated owner","Fully available","Show Not assessed; never auto-map systems","Passport and capability inventory tests","required_not_implemented"
"CAP-002","Capabilities","Evidence CRUD","Add edit correct archive and link eligible learner-produced evidence for either system.","evidence service","Evidence versions and system identity","Authenticated owner","Fully available","Reject synthetic duplicate prohibited or cross-context evidence","Evidence lifecycle and separation tests","required_not_implemented"
"CAP-003","Capabilities","Level calculation","Apply five Passport stages and separate Basic Intermediate Advanced and orchestration criteria.","versioned rules engine","Computed result and criterion trace","Authenticated owner","Fully available","Never infer an unsupported stage or level","Passport and mastery threshold tests","required_not_implemented"
"CAP-004","Capabilities","Reflection and review","Require learner reflection independent next step and named human review where criteria specify.","reflection and review service","Reflection and review links","Authenticated owner/reviewer","Fully available","No AI-generated or self-review proof substitution","Reflection authorship and reviewer tests","required_not_implemented"
"CAP-005","Capabilities","Correction revocation","Correct expire revoke and recompute Passport progress and awards transparently.","award service","Correction revocation and recomputation receipt","Authenticated owner/reviewer","Fully available","Remove invalid display promptly","Correction expiry revocation tests","required_not_implemented"
"CAP-006","Capabilities","Non-credential boundary","Never imply grade licensure certification competence eligibility authority or expanded permission.","copy export and permission policy","Disclaimer and award version","Authenticated owner","Fully available","Block misleading copy/export and permission change","Non-credential and no-permission tests","required_not_implemented"
"GOV-001","All workflows","EDENA","Compute Exposure Decision Evidence Needed authority Automation server-side.","policy engine","Classification inputs/result/hash","Authenticated owner","Fully available","Unknown fails closed","EDENA matrix tests","required_not_implemented"
"GOV-002","All inputs","PHI/live-patient guard","Reject PHI screenshots narratives and live-care questions before persistence/AI.","input boundary service","Redacted event only","Authenticated owner","Fully available","Zero body retention/forwarding","PHI bypass zero-retention tests","required_not_implemented"
"GOV-003","All inputs","Learner/workforce confidentiality guard","Reject restricted school employee site and personnel content.","input boundary service","Redacted event only","Authenticated owner","Fully available","Zero body retention/forwarding","Confidential-data negative tests","required_not_implemented"
"GOV-004","Academic","Integrity gate","Apply current rules assessment state authorship and disclosure.","integrity policy engine","Decision and source hash","Authenticated owner","Fully available","Block unresolved/prohibited support","Integrity bypass tests","required_not_implemented"
"GOV-005","Clinical learning","Authority ceiling","Block care direction scope competence assignment delegation documentation and devices.","clinical boundary engine","Redacted receipt","Authenticated owner","Fully available","Route to approved human","Clinical ceiling tests","required_not_implemented"
"GOV-006","All workflows","Institutional authority","Current faculty program site employer and supervisor rules override general guidance.","rule precedence engine","Applied source/version","Authenticated owner","Fully available","Unknown stays unverified","Authority precedence tests","required_not_implemented"
"GOV-007","Actions","Exact-action gate","Show content destination context class consequence permission reviewer reversibility rollback.","approval service","Exact hash and decision","Authenticated owner","Draft available","Changed field invalidates","Approval invalidation tests","required_not_implemented"
