control_id,screen,control,intended_behavior,implementation_target,persisted_data,required_permission,offline_behavior,error_behavior,verification_test,status
AUTH-002,Authority and identity,"No title, credential or learner-status equivalence","Implement No title, credential or learner-status equivalence with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-002 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
AUTH-003,Authority and identity,SCOPE Setting service and scope gate,"Implement SCOPE Setting service and scope gate with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-003 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
AUTH-004,Authority and identity,SCOPE Credential competency and current-authorization gate,"Implement SCOPE Credential competency and current-authorization gate with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-004 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
AUTH-005,Authority and identity,SCOPE Order protocol owner and official-source gate,"Implement SCOPE Order protocol owner and official-source gate with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-005 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
AUTH-006,Authority and identity,SCOPE Patient privacy parameters permissions and platform gate,"Implement SCOPE Patient privacy parameters permissions and platform gate with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-006 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
AUTH-007,Authority and identity,SCOPE Escalation end-state and expiry gate,"Implement SCOPE Escalation end-state and expiry gate with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-007 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
AUTH-008,Authority and identity,Unknown or changed authority stays unverified,"Implement Unknown or changed authority stays unverified with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned auth service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise AUTH-008 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-001,Data admission,Classify before persistence,"Implement Classify before persistence with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-001 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-002,Data admission,Classify before provider call,"Implement Classify before provider call with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-002 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-003,Data admission,Possible PHI absolute stop,"Implement Possible PHI absolute stop with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-003 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-004,Data admission,Name-removed clinical narrative stop,"Implement Name-removed clinical narrative stop with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-004 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-005,Data admission,Do not request more clinical detail,"Implement Do not request more clinical detail with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-005 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-006,Data admission,Chart/order/result/message rejection,"Implement Chart/order/result/message rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-006 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-007,Data admission,Diagnosis and treatment rejection,"Implement Diagnosis and treatment rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-007 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-008,Data admission,Triage and deterioration rejection,"Implement Triage and deterioration rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-008 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-009,Data admission,Prescription/order/dose rejection,"Implement Prescription/order/dose rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-009 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-010,Data admission,Controlled-substance secret rejection,"Implement Controlled-substance secret rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-010 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-011,Data admission,Coding/billing/claim rejection,"Implement Coding/billing/claim rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-011 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-012,Data admission,Credential-secret rejection,"Implement Credential-secret rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-012 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-013,Data admission,Staff learner incident and secret-data rejection,"Implement Staff learner incident and secret-data rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-013 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-014,Data admission,Restricted institutional content rejection,"Implement Restricted institutional content rejection with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-014 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-015,Data admission,No echo or residue of rejected content,"Implement No echo or residue of rejected content with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-015 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
DATA-016,Data admission,Exact aggregate admission contract,"Implement Exact aggregate admission contract with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned data service plus accessible UI and executable test,content-free status and receipt only,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise DATA-016 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-001,Context isolation,One active task hat,"Implement One active task hat with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-001 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-002,Context isolation,One active workspace,"Implement One active workspace with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-002 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-003,Context isolation,One active operational partition,"Implement One active operational partition with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-003 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-004,Context isolation,Private and institutional partition isolation,"Implement Private and institutional partition isolation with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-004 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-005,Context isolation,Education quality research operations personnel and agent isolation,"Implement Education quality research operations personnel and agent isolation with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-005 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-006,Context isolation,Context-switch cache and memory purge,"Implement Context-switch cache and memory purge with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-006 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-007,Context isolation,Typed transfer preview,"Implement Typed transfer preview with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-007 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-008,Context isolation,No whole-life institutional transfer,"Implement No whole-life institutional transfer with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-008 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
CTX-009,Context isolation,No cross-context analytics,"Implement No cross-context analytics with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned ctx service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise CTX-009 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-001,Governance,EDENA tier independent of stop,"Implement EDENA tier independent of stop with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-001 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-002,Governance,Absolute stop cannot be waived,"Implement Absolute stop cannot be waived with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-002 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-003,Governance,Personal Red warning,"Implement Personal Red warning with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-003 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-004,Governance,Clean fictional restart only,"Implement Clean fictional restart only with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-004 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-005,Governance,Institutional Red enforcement,"Implement Institutional Red enforcement with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-005 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-006,Governance,Artifact lifecycle exactness,"Implement Artifact lifecycle exactness with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-006 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-007,Governance,Approved Plan is human review,"Implement Approved Plan is human review with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-007 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-008,Governance,Authorized Execution is normally external-human only,"Implement Authorized Execution is normally external-human only with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-008 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-009,Governance,Completed Action needs external reference,"Implement Completed Action needs external reference with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-009 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-010,Governance,Separate action-state vocabulary,"Implement Separate action-state vocabulary with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-010 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-011,Governance,Material change invalidates approval,"Implement Material change invalidates approval with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-011 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-012,Governance,QI/research determination stays human,"Implement QI/research determination stays human with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-012 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-013,Governance,Credential status stays unverified,"Implement Credential status stays unverified with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-013 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-014,Governance,Evidence is not local policy,"Implement Evidence is not local policy with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-014 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-015,Governance,No surveillance or autonomous communication,"Implement No surveillance or autonomous communication with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-015 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
GOV-016,Governance,No clinical or device execution path,"Implement No clinical or device execution path with truthful state, human ownership, least privilege and the Respiratory Care Professional no-patient-data boundary.",server-owned gov service plus accessible UI and executable test,minimum admitted local state and content-free receipt,P0 local,Works locally or shows an exact disabled/setup-required reason without simulation.,"Fail closed, preserve prior valid state, avoid unsafe retry, and show a content-free recovery receipt.","Exercise GOV-016 end to end, restart where applicable, inspect persisted state and prove boundary/error behavior.",Not Run
